event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
ARRIVAL,,,2023-09-09 15:11:30,3,,,true,1,86927,2023-09-09 15:14:00,false,AUTOMATIC,,,84,false,861W64MO09,false,LATE,24620204,84,86927,true,,,ARRIVAL,86921,
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,1,,,true,2,54297,2023-09-09 15:13:00,false,AUTOMATIC,, 3,88,false,542F38MQ09,false,EARLY,21724000,88,54297,true,DOWN,DOWN,ARRIVAL,54295,
ARRIVAL,2023-09-09 15:13:00,,2023-09-09 15:12:30,2,,,true,1,54238,2023-09-09 15:14:00,false,AUTOMATIC,, 2,88,false,532R39MO09,false,LATE,21726000,88,54238,true,UP,UP,ARRIVAL,54245,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:30,1,,,false,2,00000,2023-09-09 15:12:00,false,AUTOMATIC,,,30,false,722C39MQ09,false,LATE,22216000,30,72005,true,UP,UP,DEPARTURE,72006,
ARRIVAL,2023-09-09 15:13:00,,2023-09-09 15:13:00,1,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,,,30,false,722C39MQ09,false,LATE,22216000,30,72006,true,UP,UP,ARRIVAL,72017,
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,0,,,true,4,51013,2023-09-09 15:12:00,false,AUTOMATIC,, 1,79,false,519B31MP09,false,ON TIME,21936004,79,51013,true,UP,UP,DEPARTURE,51014,U
DEPARTURE,,,2023-09-09 15:14:00,1,,,true,4,54001,2023-09-09 15:13:00,false,AUTOMATIC,, 3,61,false,541D19MQ09,false,EARLY,21702001,61,54001,true,DOWN,DOWN,DEPARTURE,53401,F
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,0,,,false,3,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 1,23,false,352I19MP09,false,ON TIME,12225110,23,35142,true,UP,UP,DEPARTURE,35144,
ARRIVAL,2023-09-09 15:16:00,,2023-09-09 15:15:30,0,,,false,1,00000,2023-09-09 15:15:00,false,AUTOMATIC,, 1,23,false,352I19MP09,false,ON TIME,12225110,23,35144,true,UP,UP,ARRIVAL,35146,
ARRIVAL,,,2023-09-09 14:52:00,22,,,true,1,33088,2023-09-09 15:14:00,false,AUTOMATIC,,,23,false,305Y812O09,false,LATE,12357820,23,33088,true,,,ARRIVAL,33087,
DEPARTURE,,,2023-09-09 15:12:30,1,,,true,4,65611,2023-09-09 15:13:00,false,AUTOMATIC,, 1,71,false,691D15MQ09,false,LATE,22261000,71,65611,true,DOWN,DOWN,DEPARTURE,65625,1
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,1,,,true,3,59241,2023-09-09 15:12:00,false,AUTOMATIC,, 3,28,false,551B61MP09,false,EARLY,22153000,28,59241,true,UP,UP,DEPARTURE,59321,F
DEPARTURE,,,2023-09-09 15:09:30,4,,,true,6,70320,2023-09-09 15:13:00,false,AUTOMATIC,,F,29,false,721U39MP09,false,LATE,22209000,29,70320,true,DOWN,DOWN,DEPARTURE,70306,F
DEPARTURE,,,2023-09-09 15:13:00,0,,,true,3,05024,2023-09-09 15:13:00,false,AUTOMATIC,,,60,false,061R78MQ09,false,ON TIME,23548003,60,05024,true,UP,UP,DEPARTURE,05109,
ARRIVAL,2023-09-09 15:06:00,,2023-09-09 15:06:00,8,,,true,,89144,2023-09-09 15:14:00,false,AUTOMATIC,, 3,80,true,892D42MP09,false,LATE,24607006,80,89144,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,,,2023-09-09 15:14:00,2,,,false,1,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 1,80,false,891P42MN09,false,EARLY,24604004,80,88489,true,UP,UP,DEPARTURE,88488,
ARRIVAL,2023-09-09 15:10:00,,2023-09-09 15:10:00,4,,,true,1,88285,2023-09-09 15:14:00,false,AUTOMATIC,, 2,88,false,892D35MO09,false,LATE,24743000,88,88285,true,DOWN,DOWN,ARRIVAL,88283,
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,1,,,false,2,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 2,88,false,629R33MO09,false,LATE,22720000,88,87244,true,DOWN,DOWN,DEPARTURE,87245,
ARRIVAL,2023-09-09 15:13:00,,2023-09-09 15:12:30,1,,,true,1,87568,2023-09-09 15:13:00,false,AUTOMATIC,, 3,30,false,529E38MP09,false,LATE,22218000,30,87568,true,DOWN,DOWN,ARRIVAL,87572,
DEPARTURE,2023-09-09 15:09:00,,2023-09-09 15:09:00,4,,,true,6,87911,2023-09-09 15:13:00,false,AUTOMATIC,, 6,88,false,871J38MP09,false,LATE,24748000,88,87911,true,DOWN,DOWN,DEPARTURE,87920,F
DEPARTURE,,,2023-09-09 15:10:30,3,,,true,10,12106,2023-09-09 15:13:00,false,AUTOMATIC,,,27,false,841S41MA09,false,LATE,22180012,27,12106,true,DOWN,DOWN,DEPARTURE,12001,M
ARRIVAL,2023-09-09 15:15:00,,2023-09-09 15:15:00,1,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,64,false,362O35MP09,false,EARLY,12304212,64,36005,true,DOWN,DOWN,ARRIVAL,36001,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,1,,,false,2,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,64,false,362O35MP09,false,EARLY,12304212,64,36011,true,DOWN,DOWN,DEPARTURE,36005,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:30,0,,,true,3,32568,2023-09-09 15:13:00,false,AUTOMATIC,, 3,23,false,422H49MP09,false,ON TIME,12232820,23,32568,true,DOWN,DOWN,DEPARTURE,32566,W
DEPARTURE,,,2023-09-09 15:13:30,0,,,false,1,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,60,false,072N19MP09,false,ON TIME,13562015,60,07579,true,DOWN,DOWN,DEPARTURE,07238,
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 1,60,false,072N19MP09,false,ON TIME,13562015,60,07238,true,DOWN,DOWN,ARRIVAL,07236,
DEPARTURE,2023-09-09 15:08:00,,2023-09-09 15:08:30,4,,,false,2,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,60,false,062C02MP09,false,LATE,23563015,60,07411,true,UP,UP,DEPARTURE,07413,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:00,2,,,true,3,86311,2023-09-09 15:13:00,false,AUTOMATIC,, 4,88,false,861J45MQ09,false,LATE,24748000,88,86311,true,UP,UP,DEPARTURE,86313,M
ARRIVAL,2023-09-09 15:06:00,,2023-09-09 15:06:00,8,,,true,1,86087,2023-09-09 15:14:00,false,AUTOMATIC,, 1,84,false,862B52MO09,false,LATE,24620204,84,86087,true,UP,UP,ARRIVAL,86017,
ARRIVAL,2023-09-09 15:15:00,,2023-09-09 15:14:30,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,23,false,362A18MO09,false,ON TIME,12248822,23,32524,true,UP,UP,ARRIVAL,32526,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,false,1,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 2,23,false,362A18MO09,false,ON TIME,12248822,23,32522,true,UP,UP,DEPARTURE,32524,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:30,0,,,false,3,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 1,80,false,892T43MP09,false,ON TIME,24608006,80,89305,true,UP,UP,DEPARTURE,89202,
ARRIVAL,2023-09-09 15:16:00,,2023-09-09 15:16:00,1,,,false,1,00000,2023-09-09 15:15:00,false,AUTOMATIC,, 1,80,false,892T43MP09,false,EARLY,24608006,80,89202,true,UP,UP,ARRIVAL,89302,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,true,2,17132,2023-09-09 15:13:00,false,AUTOMATIC,,15,20,false,311P77MN09,false,ON TIME,21734000,20,17132,true,DOWN,DOWN,DEPARTURE,17117,M
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,1,,,false,4,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,80,false,882L41MO09,false,EARLY,24658005,80,88699,true,DOWN,DOWN,DEPARTURE,88711,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,true,3,88329,2023-09-09 15:13:00,false,AUTOMATIC,, 2,80,false,881K82MQ09,false,ON TIME,24653005,80,88329,true,UP,UP,DEPARTURE,88327,
DEPARTURE,2023-09-09 15:10:00,,2023-09-09 15:10:00,2,,,true,2,32000,2023-09-09 15:12:00,false,AUTOMATIC,, 8,23,false,322D49MQ09,false,LATE,12229820,23,32000,true,UP,UP,DEPARTURE,32009,F
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,1,,,false,3,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 1,23,false,322K39MQ09,false,LATE,12232820,23,32516,true,UP,UP,DEPARTURE,32517,
DEPARTURE,,,2023-09-09 15:12:30,1,,,true,3,73255,2023-09-09 15:13:00,false,AUTOMATIC,, 3,33,false,889N96MP09,false,LATE,21381901,33,73255,true,DOWN,DOWN,DEPARTURE,73663,D
DEPARTURE,,,2023-09-09 15:12:00,1,,,true,2,73255,2023-09-09 15:13:00,false,AUTOMATIC,, 4,33,false,749U93MO09,false,LATE,21381001,33,73255,true,UP,UP,DEPARTURE,73253,U
DEPARTURE,,,2023-09-09 15:13:00,1,,,true,3,12932,2023-09-09 15:14:00,false,AUTOMATIC,,,23,false,091N68MN09,false,LATE,21793000,23,12932,true,DOWN,DOWN,DEPARTURE,12931,S
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,true,9,50024,2023-09-09 15:13:00,false,AUTOMATIC,, 1,21,false,501N43MQ09,false,ON TIME,21939001,21,50024,true,UP,UP,DEPARTURE,50028,U
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:30,1,,,true,15,48013,2023-09-09 15:12:00,false,AUTOMATIC,, 2,21,false,482S22MP09,false,EARLY,21897002,21,48013,true,DOWN,DOWN,DEPARTURE,48007,D
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,false,2,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 1,74,false,732H48MP09,false,ON TIME,25211004,74,63006,true,UP,UP,DEPARTURE,63018,
DEPARTURE,,,2023-09-09 15:11:00,2,,,false,6,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,61,false,161A34MN09,false,LATE,21702001,61,44365,true,UP,UP,DEPARTURE,44421,M
DEPARTURE,,,,0,,,false,,,2023-09-09 15:12:00,false,AUTOMATIC,,,25,false,831A20MJ09,true,OFF ROUTE,25370002,25,73770,,,,DEPARTURE,,
DEPARTURE,,,2023-09-09 15:20:00,7,,,false,3,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,60,false,041R73MP09,false,EARLY,23548003,60,06419,true,DOWN,DOWN,DEPARTURE,06401,D
DEPARTURE,,,2023-09-09 15:09:00,4,,,false,3,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,65,false,721H24MN09,false,LATE,22108001,65,43333,true,DOWN,DOWN,DEPARTURE,43328,F
ARRIVAL,,,2023-09-09 15:14:30,0,,,true,1,59002,2023-09-09 15:14:00,false,AUTOMATIC,,,28,false,631F45MO09,false,ON TIME,22150000,28,59002,true,,,ARRIVAL,56605,
ARRIVAL,2023-09-09 15:15:00,,2023-09-09 15:14:30,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,29,false,652O42MQ09,false,ON TIME,22272000,29,65341,true,UP,UP,ARRIVAL,65343,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,true,3,87132,2023-09-09 15:13:00,false,AUTOMATIC,, 7,93,false,512O06MN09,false,ON TIME,24682004,93,87132,true,UP,UP,DEPARTURE,87136,U
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:00,0,,,false,5,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,28,false,262D17MP09,false,ON TIME,12325021,28,56225,true,UP,UP,DEPARTURE,56237,M
ARRIVAL,2023-09-09 15:04:00,,2023-09-09 15:04:00,11,,,true,1,65504,2023-09-09 15:15:00,false,AUTOMATIC,, 2,29,false,692H55MN09,false,LATE,12259320,29,65504,true,DOWN,DOWN,ARRIVAL,65509,2
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,0,,,false,3,00000,2023-09-09 15:12:00,false,AUTOMATIC,,,60,false,071W18MP09,false,ON TIME,13569815,60,07006,true,UP,UP,DEPARTURE,07007,
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:13:30,1,,,true,5,83603,2023-09-09 15:14:00,false,AUTOMATIC,, 2,25,false,832F23MP09,false,LATE,25462001,25,83603,true,UP,UP,ARRIVAL,83602,2
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:00,1,,,true,3,78451,2023-09-09 15:13:00,false,AUTOMATIC,, 1,71,false,782B86MQ09,false,LATE,25443000,71,78451,true,DOWN,DOWN,DEPARTURE,78456,D
ARRIVAL,2023-09-09 15:15:00,,2023-09-09 15:14:00,0,,,true,2,77301,2023-09-09 15:14:00,false,AUTOMATIC,, 6,71,false,782R16MQ09,false,ON TIME,25443000,71,77301,true,UP,UP,ARRIVAL,78527,
DEPARTURE,2023-09-09 15:09:00,,2023-09-09 15:09:00,3,,,true,4,81109,2023-09-09 15:12:00,false,AUTOMATIC,, 3,27,false,811M53MQ09,false,LATE,22180013,27,81109,true,UP,UP,DEPARTURE,81107,3
ARRIVAL,2023-09-09 15:08:00,,2023-09-09 15:07:30,7,,,true,1,19211,2023-09-09 15:14:00,false,AUTOMATIC,, 1,20,false,171K21ML09,false,LATE,21733000,20,19211,true,DOWN,DOWN,ARRIVAL,19109,
ARRIVAL,2023-09-09 15:16:00,,2023-09-09 15:14:00,1,,,true,,17132,2023-09-09 15:15:00,false,AUTOMATIC,, 8,61,true,541D15MM09,false,LATE,21702001,61,17132,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:00,1,,,false,2,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,30,false,529A38MP09,false,LATE,22215003,30,87629,true,DOWN,DOWN,DEPARTURE,87628,S
DEPARTURE,2023-09-09 14:24:00,,2023-09-09 14:24:30,48,,,true,6,84301,2023-09-09 15:12:00,false,AUTOMATIC,, 1,25,false,731C78MI09,false,LATE,25397003,25,84301,true,DOWN,DOWN,DEPARTURE,84397,D
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,1,,,false,3,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 2,88,false,872F35MO09,false,LATE,24783000,88,87220,true,UP,UP,DEPARTURE,87219,S
DEPARTURE,,,2023-09-09 15:09:00,4,,,true,4,71009,2023-09-09 15:13:00,false,AUTOMATIC,,,65,false,321A50MM09,false,LATE,22108001,65,71009,true,UP,UP,DEPARTURE,71040,F
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,,,29,false,662V72MQ09,false,ON TIME,12257320,29,66461,true,DOWN,DOWN,ARRIVAL,66430,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:00,1,,,false,6,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,84,false,862E41MP09,false,LATE,24631104,84,86225,true,DOWN,DOWN,DEPARTURE,86241,
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,60,false,062V43MP09,false,ON TIME,13560015,60,06359,true,DOWN,DOWN,ARRIVAL,06354,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:30,1,,,true,3,06221,2023-09-09 15:12:00,false,AUTOMATIC,, 1,60,false,062E62MP09,false,LATE,13560015,60,06221,true,UP,UP,DEPARTURE,06222,
ARRIVAL,,,2023-09-09 15:06:00,8,,,true,1,87106,2023-09-09 15:14:00,false,AUTOMATIC,,,84,false,871W71MQ09,false,LATE,24620204,84,87106,true,,,ARRIVAL,86012,
DEPARTURE,2023-09-09 15:06:00,,2023-09-09 15:06:00,7,,,false,4,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 1,84,false,862S44MP09,false,LATE,24671205,84,87117,true,UP,UP,DEPARTURE,87121,
DEPARTURE,,,2023-09-09 14:59:30,14,,,false,2,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,84,false,872H37MO09,false,LATE,24673105,84,87164,true,UP,UP,DEPARTURE,87160,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:00,2,,,true,1,52084,2023-09-09 15:13:00,false,AUTOMATIC,, 5,30,false,889F37MP09,false,LATE,22218000,30,52084,true,UP,UP,DEPARTURE,52082,U
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:11:00,3,,,true,,52074,2023-09-09 15:14:00,false,AUTOMATIC,, 3,30,true,879H37MP09,false,LATE,22206000,30,52074,true,UP,UP,DESTINATION,,
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,0,,,true,1,88317,2023-09-09 15:14:00,false,AUTOMATIC,, 1,80,false,882K80MQ09,false,ON TIME,24653005,80,88317,true,UP,UP,ARRIVAL,88313,
ARRIVAL,2023-09-09 15:13:00,,2023-09-09 15:12:30,2,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,88,false,872B75MP09,false,LATE,24782000,88,87635,true,UP,UP,ARRIVAL,87633,S
ARRIVAL,,,2023-09-09 15:05:00,9,,,true,1,87920,2023-09-09 15:14:00,false,AUTOMATIC,,,88,false,871M79MP09,false,LATE,24969000,88,87920,true,,,ARRIVAL,87911,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,true,9,15866,2023-09-09 15:13:00,false,AUTOMATIC,, 1,27,false,041V64MM09,false,ON TIME,22180008,27,15866,true,UP,UP,DEPARTURE,15883,M
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:30,0,,,false,1,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 2,60,false,042P45MP09,false,ON TIME,23576003,60,05037,true,DOWN,DOWN,DEPARTURE,05019,L
DEPARTURE,,,2023-09-09 15:14:00,1,,,false,2,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,60,false,042P45MP09,false,EARLY,23576003,60,05019,true,DOWN,DOWN,DEPARTURE,05015,L
DEPARTURE,,,2023-09-09 15:09:30,4,,,false,6,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,28,false,251C59MO09,false,LATE,22152000,28,59331,true,UP,UP,DEPARTURE,59401,M
ARRIVAL,2023-09-09 15:15:00,,2023-09-09 15:15:00,1,,,true,2,87643,2023-09-09 15:14:00,false,AUTOMATIC,, 1,88,false,871K38MP09,false,EARLY,24780000,88,87643,true,UP,UP,ARRIVAL,87626,
DEPARTURE,2023-09-09 15:03:00,,2023-09-09 15:03:00,10,,,false,6,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 4,27,false,551V11MO09,false,LATE,22333000,27,66002,true,DOWN,DOWN,DEPARTURE,66031,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,0,,,true,3,86471,2023-09-09 15:13:00,false,AUTOMATIC,, 1,88,false,861H43MQ09,false,ON TIME,24746000,88,86471,true,UP,UP,DEPARTURE,86474,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:00,1,,,false,2,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,88,false,872F40MP09,false,EARLY,24782000,88,87622,true,DOWN,DOWN,DEPARTURE,87624,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:30,0,,,false,2,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 2,30,false,529C39MQ09,false,ON TIME,22215003,30,52082,true,DOWN,DOWN,DEPARTURE,52084,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:00,2,,,false,4,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,29,false,652S73MP09,false,LATE,22332000,29,65927,true,UP,UP,DEPARTURE,65923,
DEPARTURE,2023-09-09 15:13:00,,2023-09-09 15:13:30,0,,,false,2,00000,2023-09-09 15:13:00,false,AUTOMATIC,, 2,60,false,062R40MP09,false,ON TIME,23563015,60,07280,true,UP,UP,DEPARTURE,07278,S
DEPARTURE,2023-09-09 15:12:00,,2023-09-09 15:12:30,0,,,false,2,00000,2023-09-09 15:12:00,false,AUTOMATIC,, 2,60,false,072N20MQ09,false,ON TIME,13562015,60,07575,true,UP,UP,DEPARTURE,07573,
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,60,false,072N20MQ09,false,ON TIME,13562015,60,07573,true,UP,UP,ARRIVAL,07236,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:30,2,,,true,5,24385,2023-09-09 15:13:00,false,AUTOMATIC,, 2,23,false,441L64MM09,false,LATE,11804920,23,24385,true,DOWN,DOWN,DEPARTURE,18404,M
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:14:00,0,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 1,25,false,742K44MQ09,false,ON TIME,25519007,25,74249,true,DOWN,DOWN,ARRIVAL,74265,
DEPARTURE,,,2023-09-09 15:13:30,0,,,false,1,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,25,false,742K44MQ09,false,ON TIME,25519007,25,74250,true,DOWN,DOWN,DEPARTURE,74249,W
DEPARTURE,,,2023-09-09 14:59:00,15,,,false,3,00000,2023-09-09 15:14:00,false,AUTOMATIC,,,25,false,671P25MM09,false,LATE,25392003,25,74233,true,UP,UP,DEPARTURE,74023,
ARRIVAL,2023-09-09 15:12:00,,2023-09-09 15:12:00,2,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,25,false,742T76MQ09,false,LATE,25519007,25,74815,true,DOWN,DOWN,ARRIVAL,74816,
DEPARTURE,2023-09-09 15:04:00,,2023-09-09 15:04:00,8,,,true,2,88491,2023-09-09 15:12:00,false,AUTOMATIC,, 2,80,false,881H88MN09,false,LATE,24602004,80,88491,true,UP,UP,DEPARTURE,88490,F
ARRIVAL,2023-09-09 15:12:00,,2023-09-09 15:12:00,3,,,true,9,65630,2023-09-09 15:15:00,false,AUTOMATIC,, 2,29,false,432I34MO09,false,LATE,22263110,29,65630,true,UP,UP,ARRIVAL,65625,2
ARRIVAL,2023-09-09 15:14:00,,2023-09-09 15:13:30,1,,,false,1,00000,2023-09-09 15:14:00,false,AUTOMATIC,, 2,84,false,862L41MO09,false,LATE,24629204,84,86047,true,DOWN,DOWN,ARRIVAL,86049,
DEPARTURE,2023-09-09 15:11:00,,2023-09-09 15:11:30,0,,,false,5,00000,2023-09-09 15:11:00,false,AUTOMATIC,, 2,80,false,892T45MQ09,false,ON TIME,24608006,80,89325,true,DOWN,DOWN,DEPARTURE,89322,
DEPARTURE,,,2023-09-09 15:15:30,2,,,false,5,00000,2023-09-09 15:13:00,false,AUTOMATIC,,,65,false,421D87MM09,false,EARLY,22104001,65,40220,true,DOWN,DOWN,DEPARTURE,40209,
DEPARTURE,,,2023-09-09 15:12:30,1,,,true,8,30164,2023-09-09 15:13:00,false,AUTOMATIC,LHC,,97,false,704S44CK09,false,LATE,52662690,97,30164,true,DOWN,DOWN,DEPARTURE,30148,F
